Well,API #,Stage,Crew,Start Date,Start Time,End Date,End Time,When  (Except Pumping),Party,Reason,Comments,TimeInMin,
Briscoe Carla Ranch 18 HY,42-127-38292,,L2,3/11/20,14:05,3/11/20,14:35,Between Stages,Operating,Well Swap,,30,
Briscoe Carla Ranch 18 HY,42-127-38292,,L2,3/11/20,14:35,3/11/20,14:38,Between Stages,NPT_Wireline,Well Swap,,3,
Briscoe Carla Ranch 18 HY,42-127-38292,16,L2,3/11/20,14:38,3/11/20,16:40,,Operating,Pumping,"FP79 packing 1 & 5, FP28 over heated. All prop placed, good stage  ",122,
Briscoe Carla Ranch 18 HZ,42-127-38293,,L2,3/11/20,16:40,3/11/20,16:56,Between Stages,Operating,Well Swap,,16,
Briscoe Carla Ranch 18 HZ,42-127-38293,16,L2,3/11/20,16:56,3/11/20,18:00,,Operating,Pumping,,64,
Briscoe Carla Ranch 18 HZ,42-127-38293,16,L1,3/11/20,18:00,3/11/20,18:57,,Operating,Pumping,Had to proceed to a dirty sweep in order to allow us to clean hopper free of pebbles due to restricting proppant flow and not allowing for the desired proppant concentration to be met. ,57,
Briscoe Carla Ranch 18 HX,42-127-38291,,L1,3/11/20,18:57,3/11/20,19:16,Between Stages,Operating,Well Swap,,19,
Briscoe Carla Ranch 18 HX,42-127-38291,,L1,3/11/20,19:16,3/11/20,19:25,Between Stages,Operating,Prime and Test,,9,
Briscoe Carla Ranch 18 HX,42-127-38291,17,L1,3/11/20,19:25,3/11/20,21:27,,Operating,Pumping,,122,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/11/20,21:27,3/11/20,23:03,Between Stages,Operating,Maintenance-Scheduled ,"Restarted DV PC's and backside equipment. Switched blenders.FP23,FP34,FP55,FP27,FP79,FP21 were rigged inline. ",96,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/11/20,23:03,3/11/20,23:08,Between Stages,Operating,Prime and Test,,5,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/11/20,23:08,3/11/20,23:16,Between Stages,NPT_Operations,Hoses,"Leak on rubber seal on hose, replacing seal.",8,
Briscoe Carla Ranch 18 HY,42-127-38292,17,L1,3/11/20,23:16,3/12/20,1:18,,Operating,Pumping,"All  proppant placed, good stage ",122,
Briscoe Carla Ranch 18 HZ,42-127-38293,,L1,3/12/20,1:18,3/12/20,1:41,Between Stages,Operating,Well Swap,,23,
Briscoe Carla Ranch 18 HZ,42-127-38293,17,L1,3/12/20,1:41,3/12/20,3:44,,Operating,Pumping,"During the ramp up to 2.00ppg, a leak was observed on a partial open valve on the back of FP47. FP27 transmission leak",123,
Briscoe Carla Ranch 18 HX,42-127-38291,,L1,3/12/20,3:44,3/12/20,4:00,Between Stages,Operating,Well Swap,,16,
Briscoe Carla Ranch 18 HX,42-127-38291,18,L1,3/12/20,4:00,3/12/20,6:00,,Operating,Pumping,"All prop placed, good stage  ",120,
Briscoe Carla Ranch 18 HY,42-127-38292,,L2,3/12/20,6:00,3/12/20,6:16,Between Stages,Operating,Well Swap,shift change,16,
Briscoe Carla Ranch 18 HY,42-127-38292,18,L2,3/12/20,6:16,3/12/20,8:19,,Operating,Pumping,"FP15, FP29 V/S, FP21 hose leak; All prop placed, good stage",123,
Briscoe Carla Ranch 18 HZ,42-127-38293,,L2,3/12/20,8:19,3/12/20,8:35,Between Stages,Operating,Well Swap,,16,
Briscoe Carla Ranch 18 HZ,42-127-38293,18,L2,3/12/20,8:35,3/12/20,10:37,,Operating,Pumping,"All prop placed, good stage  ",122,
Briscoe Carla Ranch 18 HX,42-127-38291,,L2,3/12/20,10:37,3/12/20,10:51,Between Stages,Operating,Well Swap,,14,
Briscoe Carla Ranch 18 HX,42-127-38291,19,L2,3/12/20,10:51,3/12/20,12:58,,Operating,Pumping,"All prop placed, good stage  ",127,
Briscoe Carla Ranch 18 HY,42-127-38292,,L2,3/12/20,12:58,3/12/20,13:42,Between Stages,Operating,Maintenance-Scheduled ,"Restarted DV PC's/ backside equipment, Blender swap. Swapped out FP15, FP29",44,
Briscoe Carla Ranch 18 HY,42-127-38292,,L2,3/12/20,13:42,3/12/20,14:03,Between Stages,Operating,Prime and Test,,21,
Briscoe Carla Ranch 18 HY,42-127-38292,,L2,3/12/20,14:03,3/12/20,14:14,Between Stages,NPT_Operations,Iron,Fixing leak,11,
Briscoe Carla Ranch 18 HY,42-127-38292,,L2,3/12/20,14:14,3/12/20,14:22,Between Stages,Operating,Prime and Test,,8,
Briscoe Carla Ranch 18 HY,42-127-38292,19,L2,3/12/20,14:22,3/12/20,16:18,,Operating,Pumping,"FP27 Spot check, FP31 packing hole 1, FP60 v/s; All prop placed.",116,
Briscoe Carla Ranch 18 HZ,42-127-38293,,L2,3/12/20,16:18,3/12/20,16:34,Between Stages,Operating,Well Swap,,16,
Briscoe Carla Ranch 18 HZ,42-127-38293,19,L2,3/12/20,16:34,3/12/20,18:00,,Operating,Pumping,,86,
Briscoe Carla Ranch 18 HZ,42-127-38293,19,L1,3/12/20,18:00,3/12/20,18:35,,Operating,Pumping,All prop placed good stage.,35,
Briscoe Carla Ranch 18 HX,42-127-38291,,L1,3/12/20,18:35,3/12/20,18:54,Between Stages,Operating,Well Swap,,19,
Briscoe Carla Ranch 18 HX,42-127-38291,,L1,3/12/20,18:54,3/12/20,19:07,Between Stages,Operating,Prime and Test,,13,
Briscoe Carla Ranch 18 HX,42-127-38291,20,L1,3/12/20,19:07,3/12/20,21:10,,Operating,Pumping,All prop placed good stage.,123,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/12/20,21:10,3/12/20,21:28,Between Stages,Operating,Well Swap,,18,
Briscoe Carla Ranch 18 HY,42-127-38292,20,L1,3/12/20,21:28,3/12/20,23:32,,Operating,Pumping,All prop placed good stage.,124,
Briscoe Carla Ranch 18 HZ,42-127-38293,,L1,3/12/20,23:32,3/12/20,23:52,Between Stages,Operating,Well Swap,,20,
Briscoe Carla Ranch 18 HZ,42-127-38293,20,L1,3/12/20,23:52,3/13/20,1:52,,Operating,Pumping,All prop placed good stage.,120,
Briscoe Carla Ranch 18 HX,42-127-38291,,L1,3/13/20,1:52,3/13/20,2:08,Between Stages,Operating,Well Swap,,16,
Briscoe Carla Ranch 18 HX,42-127-38291,21,L1,3/13/20,2:08,3/13/20,4:12,,Operating,Pumping,All prop placed good stage.,124,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/13/20,4:12,3/13/20,5:48,Between Stages,Operating,Maintenance-Scheduled ,"Restarted DV PC's/ backside equipment, Blender swap. Swapped out",96,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/13/20,5:48,3/13/20,6:00,Between Stages,Operating,Prime and Test,Shift change,12,
Briscoe Carla Ranch 18 HY,42-127-38292,,L2,3/13/20,6:00,3/13/20,6:08,Between Stages,Operating,Prime and Test,,8,
Briscoe Carla Ranch 18 HY,42-127-38292,21,L2,3/13/20,6:08,3/13/20,8:15,,Operating,Pumping,"FP8 v/s, FP40 pinhole on suction hose. Shutdown for 30 secs to shut it in. ",127,
Briscoe Carla Ranch 18 HZ,42-127-38293,,L2,3/13/20,8:15,3/13/20,8:30,Between Stages,Operating,Well Swap,,15,
Briscoe Carla Ranch 18 HZ,42-127-38293,21,L2,3/13/20,8:30,3/13/20,10:35,,Operating,Pumping,"All prop placed, good stage  ",125,
Briscoe Carla Ranch 18 HX,42-127-38291,,L2,3/13/20,10:35,3/13/20,10:49,Between Stages,Operating,Well Swap,,14,
Briscoe Carla Ranch 18 HX,42-127-38291,22,L2,3/13/20,10:49,3/13/20,13:03,,Operating,Pumping,"Lost connection to silos at beginning of stage, only able to use 1 set of silos for stage. FP37 v/s, FP32 v/s, FP47 packing hole 3, FP30 packing hole 5. Cut screws at 1.9 ppg due to pressure increase.",134,
Briscoe Carla Ranch 18 HY,42-127-38292,,L2,3/13/20,13:03,3/13/20,13:18,Between Stages,Operating,Well Swap,"Swapped out FP8 and FP32. bull plugged, and FP47 and FP37.",15,
Briscoe Carla Ranch 18 HY,42-127-38292,22,L2,3/13/20,13:18,3/13/20,15:39,,Operating,Pumping,"Using only 1 set of silos due to not regaining connection on 2nd set. Solaris rep working on issue. High pressure at beginning of stage, dropped rate and ran 2nd acid sweep. All prop placed; good stage",141,
Briscoe Carla Ranch 18 HZ,42-127-38293,,L2,3/13/20,15:39,3/13/20,15:54,Between Stages,Operating,Well Swap,,15,
Briscoe Carla Ranch 18 HZ,42-127-38293,22,L2,3/13/20,15:54,3/13/20,17:58,,Operating,Pumping,All prop placed good stagge ,124,
Briscoe Carla Ranch 18 HX,42-127-38291,,L2,3/13/20,17:58,3/13/20,18:00,Between Stages,Operating,Well Swap,,2,
Briscoe Carla Ranch 18 HX,42-127-38291,,L1,3/13/20,18:00,3/13/20,18:17,Between Stages,Operating,Well Swap,Shift change,17,
Briscoe Carla Ranch 18 HX,42-127-38291,,L1,3/13/20,18:17,3/13/20,18:23,Between Stages,Operating,Prime and Test,,6,
Briscoe Carla Ranch 18 HX,42-127-38291,,L1,3/13/20,18:23,3/13/20,18:28,Between Stages,NPT_Operations,Iron,Down stock on chick from pump.,5,
Briscoe Carla Ranch 18 HX,42-127-38291,,L1,3/13/20,18:28,3/13/20,18:35,Between Stages,Operating,Prime and Test,,7,
Briscoe Carla Ranch 18 HX,42-127-38291,23,L1,3/13/20,18:35,3/13/20,20:41,,Operating,Pumping,All prop placed good stagge ,126,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/13/20,20:41,3/13/20,21:52,Between Stages,Operating,Maintenance-Scheduled ,"Restarted DV PC's/ backside equipment, Blender swap. Swapped out",71,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/13/20,21:52,3/13/20,22:04,Between Stages,Operating,Prime and Test,,12,
Briscoe Carla Ranch 18 HY,42-127-38292,23,L1,3/13/20,22:04,3/14/20,0:05,,Operating,Pumping,Had to drop the sand in the hopper to clean the pebbles off the mesh during the stage; good stage.,121,
Briscoe Carla Ranch 18 HZ,42-127-38293,,L1,3/14/20,0:05,3/14/20,0:22,Between Stages,Operating,Well Swap,,17,
Briscoe Carla Ranch 18 HZ,42-127-38293,23,L1,3/14/20,0:22,3/14/20,2:20,,Operating,Pumping,Emptied the hopper during the stage to clean the mesh; during flush a hole in the discharge manifold of BL7 was seen; good stage.,118,
Briscoe Carla Ranch 18 HX,42-127-38291,,L1,3/14/20,2:20,3/14/20,2:39,Between Stages,Operating,Well Swap,Swapping from BL7 to BL8 due to a hole in the discharge manifold of BL7.,19,
Briscoe Carla Ranch 18 HX,42-127-38291,24,L1,3/14/20,2:39,3/14/20,4:39,,Operating,Pumping,"No problems, good stage.",120,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/14/20,4:39,3/14/20,4:53,Between Stages,Operating,Well Swap,,14,
Briscoe Carla Ranch 18 HY,42-127-38292,24,L1,3/14/20,4:53,3/14/20,6:00,,Operating,Pumping,"Spotted a pin hole on the discharge manifold of the blender, going to keep an eye on it during the stage;",67,
Briscoe Carla Ranch 18 HY,42-127-38292,24,L2,3/14/20,6:00,3/14/20,6:13,,Operating,Pumping,shut down due to leak ,13,
Briscoe Carla Ranch 18 HY,42-127-38292,,L2,3/14/20,6:13,3/14/20,6:27,During Stage,NPT_Operations,Iron,"replaced 4"" in chic leak on ground iron.",14,
Briscoe Carla Ranch 18 HY,42-127-38292,,L2,3/14/20,6:27,3/14/20,6:52,During Stage,NPT_Operations,Prime and Test,,25,
Briscoe Carla Ranch 18 HY,42-127-38292,24,L2,3/14/20,6:52,3/14/20,7:37,,Operating,Pumping,"resumed pumping, All prop placed",45,
Briscoe Carla Ranch 18 HZ,42-127-38293,,L2,3/14/20,7:37,3/14/20,7:53,Between Stages,Operating,Well Swap,,16,
Briscoe Carla Ranch 18 HZ,42-127-38293,24,L2,3/14/20,7:53,3/14/20,9:34,,Operating,Pumping,Pin-hole leak on the dischage manifold on the BL8. FP12 spot check. ,101,
Briscoe Carla Ranch 18 HX,42-127-38291,,L2,3/14/20,9:34,3/14/20,11:34,Between Stages,Operating,Maintenance-Scheduled ,"Restarted DV PCs/ backside equipment. Pulled BL7 out of line. Swapped out FP28, FP31. spot check FP12 and FP27.",120,
Briscoe Carla Ranch 18 HX,42-127-38291,,L2,3/14/20,11:34,3/14/20,13:24,Between Stages,NPT_Customer,Zipper Manifold,replacing valve on zipper,110,
Briscoe Carla Ranch 18 HX,42-127-38291,,L2,3/14/20,13:24,3/14/20,13:34,Between Stages,Operating,Prime and test,,10,
Briscoe Carla Ranch 18 HX,42-127-38291,,L2,3/14/20,13:34,3/14/20,13:58,Between Stages,NPT_Customer,Zipper Manifold,working on zipper valve,24,
Briscoe Carla Ranch 18 HX,42-127-38291,,L2,3/14/20,13:58,3/14/20,14:03,Between Stages,Operating,Prime and Test,,5,
Briscoe Carla Ranch 18 HX,42-127-38291,,L2,3/14/20,14:03,3/14/20,14:13,Between Stages,NPT_Operations,Iron,Fixing leak. ,10,
Briscoe Carla Ranch 18 HX,42-127-38291,,L2,3/14/20,14:13,3/14/20,14:30,Between Stages,NPT_Mechanics,Blender,"When giving boost, weld on BL8 failed, switching to BL4.",17,
Briscoe Carla Ranch 18 HX,42-127-38291,,L2,3/14/20,14:30,3/14/20,14:45,Between Stages,Operating,Prime and Test, ,15,
Briscoe Carla Ranch 18 HX,42-127-38291,25,L2,3/14/20,14:45,3/14/20,16:45,,Operating,Pumping,"FP34, FP27 needs a spot check; All prop placed.",120,
Briscoe Carla Ranch 18 HY,42-127-38292,,L2,3/14/20,16:45,3/14/20,18:00,Between Stages,NPT_Customer,Zipper Manifold,Replacing valve on zipper,75,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/14/20,18:00,3/14/20,19:56,Between Stages,NPT_Customer,Zipper Manifold,Replacing valve on zipper,116,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/14/20,19:56,3/14/20,20:23,Between Stages,Operating,Prime and Test,,27,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/14/20,20:23,3/14/20,20:29,Between Stages,NPT_Operations,Iron,Replacing seal on two to one,6,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/14/20,20:29,3/14/20,20:40,Between Stages,NPT_Wireline,Lubricator,Having a problem with a seal on the lubricator. Wireline is going to get off the well and we will pump stage 25 on the HY.,11,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/14/20,20:40,3/14/20,20:43,Between Stages,Operating,Prime up,,3,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/14/20,20:43,3/14/20,20:47,Between Stages,NPT_Operations,Prime up,"Noticed a leak on 4"" chiksand",4,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/14/20,20:47,3/14/20,20:54,Between Stages,NPT_Operations,Iron,"Replacing seal on 4"" chiksan",7,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/14/20,20:54,3/14/20,21:02,Between Stages,NPT_Operations,Prime and Test,,8,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/14/20,21:02,3/14/20,21:11,Between Stages,NPT_Wireline,Lubricator,Wireline getting back on the well after changing the seal on the lubricator.,9,
Briscoe Carla Ranch 18 HY,42-127-38292,25,L1,3/14/20,21:11,3/14/20,21:52,,Operating,Pumping,Couldn't get into FP34 from the start of the stage; FP12 v/s; silo shut off at 1.5ppg; flushing the well and shutting down,41,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/14/20,21:52,3/14/20,23:07,During Stage,NPT_Operations,Sand Belt-Solaris ,"One of the generators on the silos has a leaking radiator, the other generator seems to have a cpu problem. Solaris is troubleshooting the problem.",75,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/14/20,23:07,3/14/20,23:20,During Stage,NPT_Operations,Prime Up,,13,
Briscoe Carla Ranch 18 HY,42-127-38292,25,L1,3/14/20,23:20,3/14/20,23:28,,Operating,Pumping,Started pumping but the belts on the silos weren't starting.,8,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/14/20,23:28,3/14/20,23:35,During Stage,NPT_Operations,Sand Belt-Solaris ,Solaris is troubleshooting the belts.,7,
Briscoe Carla Ranch 18 HY,42-127-38292,25,L1,3/14/20,23:35,3/15/20,0:57,,Operating,Pumping,FP30 v/s; FP47 v/s; All proppant placed.,82,
Briscoe Carla Ranch 18 HZ,42-127-38293,,L1,3/15/20,0:57,3/15/20,1:08,Between Stages,Operating,Well Swap,,11,
Briscoe Carla Ranch 18 HZ,42-127-38293,25,L1,3/15/20,1:08,3/15/20,3:15,,Operating,Pumping,"No problems, good stage.",127,
Briscoe Carla Ranch 18 HX,42-127-38291,,L1,3/15/20,3:15,3/15/20,3:31,Between Stages,Operating,Well Swap,,16,
Briscoe Carla Ranch 18 HX,42-127-38291,26,L1,3/15/20,3:31,3/15/20,5:34,,Operating,Pumping,The gauge on silo 4 wasn't reading correctly during the stage; dropped the hopper twice during the stage to clean pebbles from the mesh; all proppant placed.,123,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/15/20,5:34,3/15/20,5:53,Between Stages,Operating,Well Swap,,19,
Briscoe Carla Ranch 18 HY,42-127-38292,26,L1,3/15/20,5:53,3/15/20,6:00,,Operating,Pumping,,7,
Briscoe Carla Ranch 18 HY,42-127-38292,26,L2,3/15/20,6:00,3/15/20,7:55,,Operating,Pumping,"All prop placed, good stage  ",115,
Briscoe Carla Ranch 18 HZ,42-127-38293,,L2,3/15/20,7:55,3/15/20,8:11,Between Stages,Operating,Well Swap,,16,
Briscoe Carla Ranch 18 HZ,42-127-38293,26,L2,3/15/20,8:11,3/15/20,8:27,,Operating,Pumping,"FP37 cracked fluid end, shut down to bull-plugging FP37",16,
Briscoe Carla Ranch 18 HZ,42-127-38293,,L2,3/15/20,8:27,3/15/20,8:38,During Stage,NPT_Operations,Frac Pump,"bull-plug FP37, FP47, FP34",11,
Briscoe Carla Ranch 18 HZ,42-127-38293,,L2,3/15/20,8:38,3/15/20,8:41,During Stage,NPT_Operations,Prime and Test,,3,
Briscoe Carla Ranch 18 HZ,42-127-38293,,L2,3/15/20,8:41,3/15/20,8:50,During Stage,NPT_Operations,Iron,FP79 Flang with needle vavle gave out during pressure test. Bull-plugged FP79.,9,
Briscoe Carla Ranch 18 HZ,42-127-38293,,L2,3/15/20,8:50,3/15/20,8:58,During Stage,NPT_Operations,Prime and Test,,8,
Briscoe Carla Ranch 18 HZ,42-127-38293,26,L2,3/15/20,8:58,3/15/20,10:54,,Operating,Pumping,FP15 engine coolant; All prop placed.,116,
Briscoe Carla Ranch 18 HX,42-127-38291,,L2,3/15/20,10:54,3/15/20,12:54,Between Stages,Operating,Maintenance-Scheduled ,"Restarted DV PC's/ backside equipment. BL8 welded on. Backed in FP31,FP47,FP34,FP28, and FP1. Spot check FP12.",120,
Briscoe Carla Ranch 18 HX,42-127-38291,,L2,3/15/20,12:54,3/15/20,13:18,Between Stages,Operating,Prime and Test,,24,
Briscoe Carla Ranch 18 HX,42-127-38291,27,L2,3/15/20,13:18,3/15/20,15:17,,Operating,Pumping,"Blender denzo gave a false reading of 13 lb sand, stopped and started connection to see if it would fix the problem. FP59 v/s. All prop placed.",119,
Briscoe Carla Ranch 18 HY,42-127-38292,,L2,3/15/20,15:17,3/15/20,15:27,Between Stages,Operating,Well Swap,,10,
Briscoe Carla Ranch 18 HY,42-127-38292,27,L2,3/15/20,15:27,3/15/20,17:28,,Operating,Pumping,"FP20  V&S, FP16 V&S, FP47 keeps loosing connection.",121,
Briscoe Carla Ranch 18 HZ,42-127-38293,,L2,3/15/20,17:28,3/15/20,17:43,Between Stages,Operating,Well Swap,,15,
Briscoe Carla Ranch 18 HZ,42-127-38293,27,L2,3/15/20,17:43,3/15/20,18:00,,Operating,Pumping,,17,
Briscoe Carla Ranch 18 HZ,42-127-38293,27,L1,3/15/20,18:00,3/15/20,19:46,,Operating,Pumping,"FP25 v/s; a bolt holding the paddles on the bleder were loose, cut the sand and flushed the well so the bolts could be tightened; All proppant placed.",106,
Briscoe Carla Ranch 18 HX,42-127-38291,,L1,3/15/20,19:46,3/15/20,20:01,Between Stages,Operating,Well Swap,,15,
Briscoe Carla Ranch 18 HX,42-127-38291,28,L1,3/15/20,20:01,3/15/20,20:56,,Operating,Pumping,"Have a leak on a hose connected to FP15, flushing the well and shutting down to close in the pump.",55,
Briscoe Carla Ranch 18 HX,42-127-38291,,L1,3/15/20,20:56,3/15/20,20:57,During Stage,NPT_Operations,Hoses,Closing in FP15 due to a leak in the hose,1,
Briscoe Carla Ranch 18 HX,42-127-38291,28,L1,3/15/20,20:57,3/15/20,22:10,,Operating,Pumping,FP31 Dring hole 2; All proppant placed.,73,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/15/20,22:10,3/16/20,0:10,Between Stages,Operating,Maintenance-Scheduled ,"DV PCs restarted; Swapping out FP25, FP20, FP59, and FP16 for v/s; Swapping out FP15 for overheating; FP31 Dring hole 2; Swapping from BL4 to BL8.",120,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/16/20,0:10,3/16/20,0:31,Between Stages,NPT_Operations,Frac Pump,"Manifold on FP8 is leaking, checking it out, and unable to get it to stop leaking it's getting bullplugged.",21,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/16/20,0:31,3/16/20,0:46,Between Stages,Operating,Prime and Test,,15,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/16/20,0:46,3/16/20,0:49,Between Stages,NPT_Operations,Iron,Tightening the bull plug in station 14 which is leaking.,3,
Briscoe Carla Ranch 18 HY,42-127-38292,,L1,3/16/20,0:49,3/16/20,0:59,Between Stages,Operating,Prime and Test,,10,
Briscoe Carla Ranch 18 HY,42-127-38292,28,L1,3/16/20,0:59,3/16/20,3:06,,Operating,Pumping,"Had some trouble keeping the tub full, had to drop rate twice to keep the tub full; all proppant placed.",127,
Briscoe Carla Ranch 18 HZ,42-127-38293,,L1,3/16/20,3:06,3/16/20,3:30,Between Stages,Operating,Well Swap,Swapping from BL8 to BL4 because we were unable to maintain rate.,24,
Briscoe Carla Ranch 18 HZ,42-127-38293,28,L1,3/16/20,3:30,3/16/20,5:32,,Operating,Pumping,Cut silos during the stage to clean the pebbles off the mesh in the hopper; All proppant placed.,122,
Briscoe Carla Ranch 18 HX,42-127-38291,,L1,3/16/20,5:32,3/16/20,5:48,Between Stages,Operating,Well Swap,,16,
Briscoe Carla Ranch 18 HX,42-127-38291,29,L1,3/16/20,5:48,3/16/20,6:00,,Operating,Pumping,,12,
Briscoe Carla Ranch 18 HX,42-127-38291,29,L2,3/16/20,6:00,3/16/20,7:46,,Operating,Pumping,FP55 d-ring hole 5,106,
Briscoe Carla Ranch 18 HY,42-127-38292,,L2,3/16/20,7:46,3/16/20,8:04,Between Stages,Operating,Well Swap,,18,
Briscoe Carla Ranch 18 HY,42-127-38292,29,L2,3/16/20,8:04,3/16/20,8:17,,Operating,Pumping,FP55 d-ring hole 5,13,
Briscoe Carla Ranch 18 HZ,42-127-38293,,L2,3/16/20,8:17,3/16/20,8:18,During Stage,NPT_Operations,Hoses,shut down to close in pump,1,
Briscoe Carla Ranch 18 HY,42-127-38292,29,L2,3/16/20,8:18,3/16/20,10:06,,Operating,Pumping,"All prop placed, good stage  ",108,
Briscoe Carla Ranch 18 HZ,42-127-38293,,L2,3/16/20,10:06,3/16/20,10:20,Between Stages,Operating,Well Swap,,14,
Briscoe Carla Ranch 18 HX,42-127-38291,29,L2,3/16/20,10:20,3/16/20,12:20,,Operating,Pumping,"FP31 dring hole 3, All prop placed",120,
Briscoe Carla Ranch 18 HX,42-127-38291,,L2,3/16/20,12:20,3/16/20,12:34,Between Stages,Operating,Well Swap,,14,
